"FranchsieID","GoalieId","FHMID","Player.Name","LeagueId","newTeamID","TeamId","SubtotalForId","Season","isPlayoffs","GamesPlayed","Wins","Losses","OvertimeLosses","Minutes","PenaltyMinutes","Shutouts","GoalsAgainst","ShotsAgainst","Assists","EmptyGoalAgainst","PenaltyShotAttempts","Starts","Backups","PenaltyShotSaves","X","X.1"
"15",100082,"1100029","Arton Laxk",2,NA,"49","",20,0,38,16,17,2,2080,0,2,114,903,0,0,20,36,4,19,NA,NA
"17",100083,"1100080","Mike Schmidt",2,NA,"17","",20,1,6,3,1,0,272,0,1,16,144,0,0,0,6,1,0,NA,NA
"17",100081,"1100066","Hunter Wong",2,NA,"17","",20,1,3,0,2,1,160,0,0,8,91,0,0,0,1,6,0,NA,NA
"17",100083,"1100057","Mike Schmidt",2,NA,"17","",20,0,36,23,8,1,1976,8,2,93,916,2,0,2,34,6,1,NA,NA
"17",100081,"1100053","Hunter Wong",2,NA,"17","",20,0,10,5,3,0,427,0,0,22,219,0,0,0,6,34,0,NA,NA
"19",100085,"1100029","Rob Pressen",2,NA,"15","",20,1,7,3,4,0,418,0,1,17,181,0,1,0,7,0,0,NA,NA
"19",100220,"1100083","Bob Junior",2,NA,"15","",20,0,11,3,4,1,462,0,0,22,173,0,0,14,6,34,11,NA,NA
"19",100085,"1100043","Rob Pressen",2,NA,"15","",20,0,36,17,11,4,1966,0,0,109,796,0,0,8,34,6,5,NA,NA
"20",100222,"1100060","Steve Gaustad",2,NA,"50","",20,1,3,0,1,0,78,0,0,4,39,0,0,0,0,19,0,NA,NA
"20",100223,"1100062","Oskar Molmsten",2,NA,"50","",20,1,19,12,6,0,1113,0,1,53,492,1,0,0,19,0,0,NA,NA
"20",100222,"1100082","Steve Gaustad",2,NA,"50","",20,0,9,3,4,1,488,2,0,37,238,0,0,3,9,0,2,NA,NA
"20",100223,"1100041","Oskar Molmsten",2,NA,"50","",20,0,33,13,18,1,1717,0,1,98,807,0,1,9,31,9,6,NA,NA
"20",100216,"1100066","ZzJack's Robot Berlin",2,NA,"50","",20,0,7,0,0,0,208,0,0,15,94,1,0,0,0,31,0,NA,NA
"21",100219,"1100051","Leo Mackinnon",2,NA,"21","",20,1,1,0,0,0,22,0,0,1,9,0,0,0,0,17,0,NA,NA
"21",100084,"1100073","Antero Pelkonen",2,NA,"21","",20,1,17,10,4,3,1050,0,0,59,465,1,1,0,17,0,0,NA,NA
"21",100219,"1100055","Leo Mackinnon",2,NA,"21","",20,0,11,1,5,0,503,0,0,25,215,1,0,0,6,34,0,NA,1100098
"21",100084,"1100074","Antero Pelkonen",2,NA,"21","",20,0,34,15,17,2,1900,0,2,103,874,3,1,6,34,6,3,NA,1100096
"22",100224,"1100072","Vladimir Coprovsky",2,NA,"48","",20,1,6,2,3,1,324,0,0,16,143,1,1,0,6,0,0,NA,1100083
"22",100221,"1100056","ZzJack's Robot Gilbert",2,NA,"48","",20,1,1,0,0,0,48,0,0,2,14,0,0,0,0,6,0,NA,1100091
"22",100224,"1100045","Vladimir Coprovsky",2,NA,"48","",20,0,17,10,6,0,919,2,1,46,424,1,1,3,14,26,3,NA,1100090
"22",100221,"1100079","ZzJack's Robot Gilbert",2,NA,"48","",20,0,1,0,0,0,24,0,0,0,9,0,0,0,0,4,0,NA,1100077
"22",100080,"1100076","Jakob Tanner",2,NA,"48","",20,0,26,13,9,2,1473,4,0,79,665,2,0,13,26,10,9,NA,1100097
"1",100029,"1100029","Jonas Gustavo",1,17,"1","",21,0,6,4,2,0,359,0,0,16,154,0,0,0,6,46,0,NA,1100088
"1",100065,"1100065","Jordin FourFour",1,17,"1","",21,0,46,30,12,4,2786,6,6,102,1231,1,0,13,46,6,9,NA,1100087
"1",100065,"1100065","Jordin FourFour",1,17,"1","",21,1,17,12,3,2,1098,2,2,44,548,0,0,0,17,0,0,NA,1100056
"2",100072,"1100072","Aboud Chamas",1,12,"2","",21,0,40,11,25,4,2412,0,1,127,1009,2,2,11,40,12,5,NA,1100079
"2",100053,"1100053","Mika Aalto",1,12,"2","",21,0,12,5,7,0,730,0,0,28,296,0,0,7,12,40,6,NA,1100082
"3",100055,"1100055","Jakub Aittokallio",1,15,"3","",21,0,46,24,16,6,2791,2,5,117,1242,2,2,12,46,6,7,NA,1100081
"3",100084,"1100084","Antero Pelkonen",1,15,"3","",21,0,6,2,2,2,368,0,0,18,152,1,0,3,6,46,2,NA,1100103
"3",100055,"1100055","Jakub Aittokallio",1,15,"3","",21,1,7,3,3,1,432,4,1,13,205,0,0,0,7,0,0,NA,1100104
"4",100062,"1100062","Eric White",1,8,"4","",21,0,6,3,3,0,365,0,0,22,177,0,0,4,6,46,3,NA,1100105
"4",100060,"1100060","C.J. James",1,8,"4","",21,0,46,19,22,5,2801,6,1,120,1312,2,2,42,46,6,29,NA,1100085
"5",100066,"1100066","Dustin Rose",1,20,"5","",21,0,45,29,11,5,2726,2,3,96,1103,2,0,13,45,7,8,NA,1100081
"5",100082,"1100082","Arton Laxk",1,20,"5","",21,0,7,4,3,0,425,0,0,24,192,0,0,3,7,45,3,NA,1100080
"5",100066,"1100066","Dustin Rose",1,20,"5","",21,1,14,7,6,1,895,2,1,35,388,1,0,0,14,0,0,NA,1100101
"6",100041,"1100041","Fabian Fuhrberg",1,4,"6","",21,0,6,2,4,0,359,2,1,17,177,0,0,0,6,46,0,NA,1100100
"6",100079,"1100079","Colin Schmidt",1,4,"6","",21,0,46,21,21,4,2803,4,1,122,1383,2,1,31,46,6,21,NA,1100089
"6",100079,"1100079","Colin Schmidt",1,4,"6","",21,1,5,1,4,0,298,0,0,15,158,1,1,0,5,0,0,NA,1100103
"7",100080,"1100080","Jakob Tanner",1,2,"7","",21,0,9,3,6,0,538,2,0,24,245,0,0,0,9,43,0,NA,1100099
"7",100045,"1100045","Edwin Ask",1,2,"7","",21,0,43,27,13,3,2610,4,2,124,1132,4,0,22,43,9,16,NA,1100092
"7",100045,"1100045","Edwin Ask",1,2,"7","",21,1,13,8,5,0,786,2,1,33,402,0,0,0,13,5,0,NA,1100105
"7",100080,"1100080","Jakob Tanner",1,2,"7","",21,1,5,1,2,2,331,0,0,16,195,0,0,0,5,13,0,NA,1100082
"9",100051,"1100051","Mike Verminski",1,1,"9","",21,0,46,25,18,3,2799,4,3,121,1209,2,1,36,46,6,27,NA,1100098
"9",100081,"1100081","Hunter Wong",1,1,"9","",21,0,6,3,3,0,359,0,0,16,158,0,0,0,6,46,0,NA,1100096
"10",100074,"1100074","Dymo Ranjan",1,9,"10","",21,0,44,18,19,7,2678,0,4,130,1116,1,0,23,44,8,13,NA,1100083
"10",100083,"1100083","Mike Schmidt",1,9,"10","",21,0,8,3,4,1,484,0,0,27,245,0,0,0,8,44,0,NA,1100091
"10",100074,"1100074","Dymo Ranjan",1,9,"10","",21,1,7,3,4,0,419,0,2,19,223,0,1,0,7,0,0,NA,1100090
"11",100077,"1100077","Jackson Weekes",1,11,"11","",21,0,46,22,18,6,2818,4,1,119,1234,1,1,37,46,6,28,NA,1100077
"11",100050,"1100050","Jamie Shetler",1,11,"11","",21,0,6,4,1,1,364,0,0,14,149,1,1,4,6,46,1,NA,1100097
"11",100077,"1100077","Jackson Weekes",1,11,"11","",21,1,5,1,4,0,299,0,0,17,135,0,0,0,5,0,0,NA,1100087
"12",100057,"1100057","Jermaine Tennyson",1,19,"12","",21,0,46,28,13,5,2804,0,1,127,1210,0,0,28,46,6,22,NA,1100088
"12",100043,"1100043","Noah Robinson",1,19,"12","",21,0,6,3,0,3,378,2,0,14,156,0,0,8,6,46,5,NA,1100079
"12",100057,"1100057","Jermaine Tennyson",1,19,"12","",21,1,11,6,4,1,665,0,0,28,306,2,1,0,11,0,0,NA,1100104
"14",100056,"1100056","Lauris Prikulis",1,5,"14","",21,0,46,18,22,6,2786,12,1,127,1447,2,0,18,46,6,11,NA,1100055
"14",100076,"1100076","Andre Pfosten",1,5,"14","",21,0,6,4,2,0,365,0,0,15,152,0,0,6,6,46,3,NA,1100051
"15",100091,"1100060","Sergei Kozar",2,NA,"49","",21,1,5,2,2,0,217,0,0,16,102,0,0,0,4,2,0,NA,1100106
"15",100226,"1100056","Anton Riga Jr",2,NA,"49","",21,1,3,0,2,0,143,0,0,11,65,0,0,0,2,4,0,NA,1100109
"15",100226,"1100055","Anton Riga Jr",2,NA,"49","",21,0,33,12,17,4,1828,0,1,117,851,4,1,19,33,7,12,NA,1100108
"15",100091,"1100074","Sergei Kozar",2,NA,"49","",21,0,12,4,1,2,615,0,0,33,298,1,0,3,7,33,1,NA,1100107
"17",100081,"1100085","Hunter Wong",2,NA,"17","",21,1,13,7,6,0,789,0,0,43,356,0,1,0,13,0,0,NA,NA
"17",100229,"1100085","Marty McFly",2,NA,"17","",21,0,11,6,5,0,660,0,1,33,261,1,0,0,11,29,0,NA,NA
"17",100081,"1100079","Hunter Wong",2,NA,"17","",21,0,29,18,9,2,1756,6,2,82,781,2,0,6,29,11,5,NA,NA
"19",100085,"1100072","Rob Pressen",2,NA,"15","",21,1,10,5,4,1,563,0,0,30,232,0,0,0,10,0,0,NA,NA
"19",100228,"1100074","Anduin Wrynn",2,NA,"15","",21,1,2,0,0,0,54,0,0,3,23,0,0,0,0,10,0,NA,NA
"19",100228,"1100053","Anduin Wrynn",2,NA,"15","",21,0,10,4,3,1,439,0,0,21,200,0,0,5,6,34,1,NA,NA
"19",100085,"1100056","Rob Pressen",2,NA,"15","",21,0,35,18,11,3,1997,2,1,106,841,0,0,17,34,6,10,NA,NA
"20",100102,"1100055","Noah Jackson",2,NA,"50","",21,1,10,4,5,0,471,0,0,32,199,0,0,0,10,0,0,NA,NA
"20",100225,"1100074","Lassi Pylsy",2,NA,"50","",21,1,4,1,0,0,146,0,0,7,75,0,0,0,0,10,0,NA,NA
"20",100225,"1100080","Lassi Pylsy",2,NA,"50","",21,0,16,7,4,2,741,0,0,45,343,0,0,5,10,30,4,NA,NA
"20",100102,"1100057","Noah Jackson",2,NA,"50","",21,0,31,14,13,0,1677,0,0,100,685,1,0,0,30,10,0,NA,NA
"21",100087,"1100072","Mark Harter",2,NA,"21","",21,1,12,8,3,1,730,2,0,30,332,0,0,0,12,0,0,NA,NA
"21",100088,"1100081","Adam Demko",2,NA,"21","",21,0,17,10,4,1,897,0,1,48,352,0,0,4,14,26,2,NA,NA
"21",100087,"1100051","Mark Harter",2,NA,"21","",21,0,28,16,8,1,1511,0,1,79,606,0,0,0,26,14,0,NA,NA
"22",100095,"1100077","Valdemorts Karlensons",2,NA,"48","",21,1,5,1,4,0,300,2,0,23,159,0,0,0,5,0,0,NA,NA
"22",100227,"1100084","Olivier Tremblay",2,NA,"48","",21,0,6,0,0,0,190,0,0,11,81,0,0,0,0,40,0,NA,NA
"22",100095,"1100066","Valdemorts Karlensons",2,NA,"48","",21,0,40,11,22,7,2239,4,2,133,1035,1,0,13,40,0,7,NA,NA
"1",100029,"1100029","Jonas Gustavo",1,17,"1","",22,0,7,4,2,0,362,15,1,12,128,0,0,0,7,45,0,NA,NA
"1",100065,"1100065","Jordin FourFour",1,17,"1","",22,0,46,19,23,4,2787,2,0,121,1220,1,1,17,45,7,7,NA,NA
"2",100045,"1100045","Edwin Ask",1,12,"2","",22,0,35,14,15,6,2140,2,2,90,890,2,1,24,35,17,18,NA,NA
"2",100072,"1100072","Aboud Chamas",1,12,"2","465",22,0,3,1,2,0,180,0,0,8,82,0,0,0,3,32,0,NA,NA
"2",100074,"1100074","Dymo Ranjan",1,12,"2","460",22,0,14,10,3,1,849,0,2,26,307,0,0,7,14,3,5,NA,NA
"2",100074,"1100074","Dymo Ranjan",1,12,"2","",22,1,6,2,4,0,359,0,0,21,149,0,0,0,6,0,0,NA,NA
"3",100084,"1100084","Antero Pelkonen",1,15,"3","",22,0,6,4,1,1,365,0,0,13,115,1,0,3,6,46,1,NA,NA
"3",100055,"1100055","Jakub Aittokallio",1,15,"3","",22,0,46,24,19,3,2789,4,4,117,1145,0,1,14,46,6,10,NA,1100100
"3",100055,"1100055","Jakub Aittokallio",1,15,"3","",22,1,12,7,3,2,750,2,1,26,321,0,0,0,12,0,0,NA,1100096
"4",100062,"1100062","Eric White",1,8,"4","",22,0,6,2,4,0,360,4,0,19,172,0,0,0,6,46,0,NA,1100110
"4",100060,"1100060","C.J. James",1,8,"4","",22,0,46,23,18,5,2800,0,2,124,1147,5,2,25,46,6,17,NA,1100096
"4",100060,"1100060","C.J. James",1,8,"4","",22,1,18,12,5,1,1181,0,0,43,509,0,0,0,18,0,0,NA,1100111
"5",100066,"1100066","Dustin Rose",1,20,"5","",22,0,46,27,16,3,2794,2,3,110,1295,0,4,29,46,6,19,NA,1100106
"5",100082,"1100082","Arton Laxk",1,20,"5","",22,0,6,1,3,2,366,0,0,16,169,0,0,4,6,46,2,NA,1100099
"5",100066,"1100066","Dustin Rose",1,20,"5","",22,1,4,0,2,2,263,0,0,17,111,1,0,0,4,0,0,NA,1100107
"6",100079,"1100079","Colin Schmidt",1,4,"6","",22,0,46,23,20,3,2793,2,3,125,1223,3,0,20,46,6,17,NA,1100089
"6",100041,"1100041","Fabian Fuhrberg",1,4,"6","",22,0,6,3,2,1,365,0,1,17,168,1,1,4,6,46,3,NA,1100081
"6",100079,"1100079","Colin Schmidt",1,4,"6","",22,1,12,6,5,1,752,0,0,34,309,0,0,0,12,0,0,NA,1100108
"7",100053,"1100053","Mika Aalto",1,2,"7","",22,0,6,0,6,0,360,4,0,29,180,2,0,0,6,46,0,NA,1100092
"7",100080,"1100080","Jakob Tanner",1,2,"7","",22,0,46,21,20,5,2810,4,1,135,1231,2,1,23,46,6,18,NA,1100105
"9",100051,"1100051","Mike Verminski",1,1,"9","",22,0,22,9,11,2,1324,2,0,70,615,1,1,0,22,30,0,NA,1100085
"9",100081,"1100081","Hunter Wong",1,1,"9","",22,0,30,14,13,3,1812,2,0,87,854,3,0,7,30,22,6,NA,1100055
"10",100083,"1100083","Mike Schmidt",1,9,"10","",22,0,8,2,6,0,480,0,0,26,205,0,0,0,8,16,0,NA,1100080
"10",100074,"1100074","Dymo Ranjan",1,9,"10","460",22,0,32,11,14,7,1947,4,3,91,825,1,1,10,32,3,5,NA,1100083
"10",100072,"1100072","Aboud Chamas",1,9,"10","465",22,0,12,2,8,2,731,2,0,38,330,1,1,2,12,5,1,NA,1100090
"11",100077,"1100077","Jackson Weekes",1,11,"11","",22,0,46,30,12,4,2789,8,2,127,1338,1,1,19,46,6,14,NA,1100098
"11",100050,"1100050","Jamie Shetler",1,11,"11","",22,0,6,3,1,2,370,0,1,18,161,0,0,9,6,46,5,NA,1100097
"11",100077,"1100077","Jackson Weekes",1,11,"11","",22,1,18,11,5,2,1203,0,0,48,501,0,0,0,18,0,0,NA,NA
"12",100048,"1100048","Cyan Winters",1,19,"12","",22,0,8,3,5,0,479,0,0,31,239,0,0,0,8,44,0,NA,NA
"12",100057,"1100057","Jermaine Tennyson",1,19,"12","",22,0,44,28,13,3,2647,6,2,101,1116,1,1,5,44,8,2,NA,NA
"12",100057,"1100057","Jermaine Tennyson",1,19,"12","",22,1,5,1,4,0,299,4,0,16,149,0,0,0,5,0,0,NA,NA
"14",100056,"1100056","Lauris Prikulis",1,5,"14","",22,0,46,31,11,4,2792,2,2,108,1429,0,1,11,46,6,10,NA,NA
"14",100085,"1100085","Rob Pressen",1,5,"14","",22,0,6,3,3,0,365,2,0,22,166,0,0,3,6,46,3,NA,NA
"14",100056,"1100056","Lauris Prikulis",1,5,"14","",22,1,5,1,3,1,299,0,0,15,132,0,0,0,5,0,0,NA,NA
"15",100067,"1100084","Milo Ethier",2,NA,"49","",22,0,18,6,2,1,753,4,0,33,349,1,0,13,9,31,8,NA,NA
"15",100091,"1100050","Sergei Kozar",2,NA,"49","",22,0,32,13,16,2,1677,0,0,109,730,5,1,11,31,9,11,NA,NA
"17",100231,"1100080","James Beatley",2,NA,"17","",22,0,16,10,6,0,966,0,0,47,366,0,0,10,16,24,7,NA,NA
"17",100089,"1100089","Erik Lundqvist",2,NA,"17","",22,0,24,10,11,3,1450,0,1,72,611,0,0,7,24,16,5,NA,NA
"19",100075,"1100056","Peter Vayne",2,NA,"15","",22,0,7,4,2,1,382,0,0,20,146,0,0,9,6,34,8,NA,NA
"19",100088,"1100090","Adam Demko",2,NA,"15","",22,0,34,24,7,2,2056,2,0,94,753,1,3,21,34,6,16,NA,NA
"20",100214,"1100055","ZzJack's Robot Roberts",2,NA,"50","",22,0,14,1,5,0,397,0,0,35,215,0,0,0,5,35,0,NA,NA
"20",100102,"1100045","Noah Jackson",2,NA,"50","",22,0,38,12,18,4,2027,0,0,134,812,3,0,20,35,5,12,NA,NA
"21",100230,"1100089","ZzJack's Robot St. Pierre",2,NA,"21","",22,0,2,0,1,0,62,0,0,5,24,0,0,0,0,31,0,NA,NA
"21",100087,"1100051","Mark Harter",2,NA,"21","",22,0,35,22,7,3,2003,2,0,92,826,4,0,12,34,6,6,NA,NA
"21",100090,"1100088","Phil Osgoode",2,NA,"21","",22,0,7,3,1,3,368,0,0,19,147,0,0,3,6,3,0,NA,NA
"22",100095,"1100070","Valdemorts Karlensons",2,NA,"48","",22,0,36,13,18,5,2005,4,1,103,854,3,0,13,34,6,8,NA,NA
"22",100216,"1100081","ZzJack's Robot Berlin",2,NA,"48","",22,0,10,2,1,1,422,0,0,29,183,0,0,2,6,34,0,NA,NA
"25",100065,"1100078","Jordin FourFour",3,NA,"25","",22,1,2,1,1,0,119,0,0,4,58,0,0,0,2,0,0,NA,NA
"25",100045,"1100097","Edwin Ask",3,NA,"25","",22,0,1,1,0,0,37,0,0,0,15,0,0,4,0,10,4,NA,NA
"25",100065,"1100092","Jordin FourFour",3,NA,"25","",22,0,10,4,3,2,577,0,1,22,215,1,0,6,10,0,3,NA,NA
"26",100057,"1100077","Jermaine Tennyson",3,NA,"26","",22,0,10,4,4,2,616,4,0,30,297,0,1,10,10,0,6,NA,NA
"27",100072,"1100081","Aboud Chamas",3,NA,"56","",22,0,10,2,7,1,567,0,0,35,302,0,2,7,10,0,4,NA,1100105
"27",100090,"1100062","Phil Osgoode",3,NA,"56","",22,0,1,0,0,0,40,0,0,3,35,0,0,0,0,10,0,NA,1100113
"28",100070,"1100087","Gustav Grimm",3,NA,"28","",22,1,1,0,1,0,47,0,0,2,26,0,0,0,0,1,0,NA,1100080
"28",100080,"1100086","Jakob Tanner",3,NA,"28","",22,1,1,0,0,0,12,0,0,4,13,0,0,0,1,0,0,NA,1100079
"28",100080,"1100095","Jakob Tanner",3,NA,"28","",22,0,10,4,2,3,582,0,0,26,261,0,0,5,10,0,3,NA,1100104
"28",100070,"1100074","Gustav Grimm",3,NA,"28","",22,0,1,0,1,0,32,0,0,3,14,0,0,0,0,10,0,NA,1100087
"29",100074,"1100091","Dymo Ranjan",3,NA,"29","",22,1,1,0,1,0,60,0,0,1,24,0,0,0,1,0,0,NA,1100097
"29",100074,"1100045","Dymo Ranjan",3,NA,"29","",22,0,10,4,4,2,589,0,1,24,287,1,1,6,10,0,2,NA,1100098
"29",100062,"1100045","Eric White",3,NA,"29","",22,0,1,0,0,0,21,0,0,2,6,0,0,0,0,10,0,NA,1100117
"30",100056,"1100029","Lauris Prikulis",3,NA,"30","",22,1,3,3,0,0,180,2,1,5,69,0,0,0,3,0,0,NA,1100116
"30",100056,"1100094","Lauris Prikulis",3,NA,"30","",22,0,10,8,2,0,570,2,0,21,245,1,0,0,10,0,0,NA,1100083
"30",100086,"1100093","Valdermorts Karlensons",3,NA,"30","",22,0,1,0,0,0,36,0,0,2,18,0,0,0,0,10,0,NA,1100108
"31",100077,"1100045","Jackson Weekes",3,NA,"31","",22,1,2,1,0,1,161,2,0,8,67,0,0,0,2,0,0,NA,1100090
"31",100077,"1100079","Jackson Weekes",3,NA,"31","",22,0,10,9,1,0,612,0,0,20,261,0,0,6,10,0,5,NA,1100124
"32",100055,"1100082","Jakub Aittokallio",3,NA,"32","",22,1,1,0,1,0,60,0,0,3,30,0,0,0,1,0,0,NA,1100125
"32",100055,"1100090","Jakub Aittokallio",3,NA,"32","",22,0,10,6,2,2,615,0,0,20,279,0,0,8,10,0,4,NA,1100119
"33",100051,"1100087","Mike Verminski",3,NA,"33","",22,0,10,3,4,3,574,2,0,28,293,0,1,6,10,0,4,NA,1100120
"33",100047,"1100082","Computer Berlin",3,NA,"33","",22,0,1,0,0,0,37,0,0,4,23,0,0,0,0,10,0,NA,1100122
"34",100079,"1100079","Colin Schmidt",3,NA,"34","",22,1,3,2,1,0,221,0,0,8,124,0,0,0,3,0,0,NA,1100123
"34",100079,"1100088","Colin Schmidt",3,NA,"34","",22,0,10,7,2,1,551,0,0,28,265,0,0,6,10,0,5,NA,1100121
"34",100081,"1100065","Hunter Wong",3,NA,"34","",22,0,2,0,0,0,59,2,0,4,20,0,0,0,0,10,0,NA,1100104
"35",100087,"1100065","Mark Harter",3,NA,"35","",22,1,1,0,1,0,39,0,0,6,27,0,0,0,1,0,0,NA,1100081
"35",100029,"1100074","Jonas Gustavo",3,NA,"35","",22,1,1,0,0,0,21,0,0,1,8,1,0,0,0,1,0,NA,1100109
"35",100029,"1100096","Jonas Gustavo",3,NA,"35","",22,0,1,0,0,0,38,0,0,2,20,0,0,0,0,10,0,NA,1100105
"35",100087,"1100083","Mark Harter",3,NA,"35","",22,0,10,5,5,0,566,0,0,28,271,0,0,3,10,0,2,NA,1100087
"36",100048,"1100085","Cyan Winters",3,NA,"36","",22,0,1,0,0,0,34,0,0,0,15,0,0,0,0,10,0,NA,1100116
"36",100066,"1100060","Dustin Rose",3,NA,"36","",22,0,10,3,6,1,575,0,0,24,261,1,1,6,10,0,4,NA,1100117
"#N/A",100074,"1100074","Dymo Ranjan",1,NA,"","",22,0,46,21,17,8,2796,4,5,117,1132,1,1,17,46,6,10,NA,1100098
"#N/A",100072,"1100072","Aboud Chamas",1,NA,"","",22,0,15,3,10,2,911,2,0,46,412,1,1,2,15,37,1,NA,1100080
"0",100090,"1100092","Phil Osgoode",3,NA,"60","",23,0,10,5,5,0,599,4,1,29,349,0,0,0,10,0,0,NA,1100106
"1",100029,"1100029","Jonas Gustavo",1,17,"1","",23,0,6,1,4,1,363,0,0,21,142,0,0,0,6,46,0,NA,NA
"1",100065,"1100065","Jordin FourFour",1,17,"1","",23,0,46,28,15,3,2783,2,3,121,1154,2,0,10,46,6,8,NA,NA
"1",NA,"1100065","Jordin FourFour",1,17,"1","",23,1,7,3,4,0,419,2,0,25,172,0,0,0,0,7,0,NA,NA
"2",100083,"1100083","Mike Schmidt",1,12,"2","",23,0,6,4,1,1,366,0,0,18,160,0,0,0,6,46,0,NA,NA
"2",100074,"1100074","Dymo Ranjan",1,12,"2","",23,0,46,25,19,2,2773,2,4,116,1186,6,2,13,46,6,9,NA,NA
"2",NA,"1100083","Mike Schmidt",1,12,"2","",23,1,1,0,1,0,34,0,0,3,21,0,0,0,0,0,0,NA,NA
"2",NA,"1100074","Dymo Ranjan",1,12,"2","",23,1,6,2,3,0,333,17,0,20,151,0,0,0,0,6,0,NA,NA
"3",100055,"1100055","Jakub Aittokallio",1,15,"3","",23,0,46,26,14,6,2810,0,3,117,1190,3,0,24,46,6,17,NA,NA
"3",100084,"1100084","Antero Pelkonen",1,15,"3","",23,0,6,3,3,0,359,0,1,15,182,1,0,0,6,46,0,NA,NA
"3",NA,"1100055","Jakub Aittokallio",1,15,"3","",23,1,20,10,10,0,1201,0,2,53,567,0,0,0,0,20,0,NA,NA
"4",100060,"1100060","C.J. James",1,8,"4","",23,0,46,23,20,3,2777,4,6,109,1186,0,1,12,46,6,10,NA,NA
"4",100062,"1100062","Eric White",1,8,"4","",23,0,6,3,2,1,364,0,0,12,147,0,0,3,6,46,2,NA,NA
"4",NA,"1100060","C.J. James",1,8,"4","",23,1,14,7,5,2,899,0,1,29,395,0,0,0,0,14,0,NA,NA
"5",100066,"1100066","Dustin Rose",1,20,"5","",23,0,46,23,17,6,2801,4,2,121,1211,0,0,23,46,6,16,NA,NA
"5",100086,"1100086","Valdermorts Karlensons",1,20,"5","",23,0,6,2,4,0,358,0,0,18,153,0,3,0,6,46,0,NA,NA
"5",NA,"1100066","Dustin Rose",1,20,"5","",23,1,14,7,7,0,839,2,1,35,395,0,2,0,0,14,0,NA,NA
"6",100079,"1100079","Colin Schmidt",1,4,"6","",23,0,46,20,22,4,2775,0,4,110,1189,3,5,14,46,6,8,NA,NA
"6",100045,"1100045","Edwin Ask",1,4,"6","",23,0,6,3,2,1,369,0,1,13,163,1,0,10,6,46,8,NA,NA
"7",100053,"1100053","Mika Aalto",1,2,"7","",23,0,6,2,4,0,360,0,0,21,188,0,0,0,6,46,0,NA,NA
"7",100080,"1100080","Jakob Tanner",1,2,"7","",23,0,46,27,14,5,2783,8,4,120,1248,2,1,12,46,6,6,NA,NA
"7",NA,"1100080","Jakob Tanner",1,2,"7","",23,1,7,3,3,1,477,0,2,17,198,0,0,0,0,7,0,NA,NA
"9",100081,"1100081","Hunter Wong",1,1,"9","",23,0,43,15,22,6,2624,2,2,124,1244,0,0,24,43,9,18,NA,NA
"9",100051,"1100051","Mike Verminski",1,1,"9","",23,0,9,2,6,1,545,0,0,29,250,0,0,3,9,43,2,NA,NA
"10",100072,"1100072","Aboud Chamas",1,9,"10","",23,0,6,3,3,0,359,0,0,15,162,2,0,0,6,46,0,NA,NA
"10",100087,"1100087","Mark Harter",1,9,"10","",23,0,46,20,21,5,2775,2,2,129,1262,3,2,15,46,6,11,NA,NA
"11",100050,"1100050","Jamie Shetler",1,11,"11","",23,0,6,3,3,0,364,0,0,18,126,0,0,3,6,46,3,NA,NA
"11",100077,"1100077","Jackson Weekes",1,11,"11","",23,0,46,27,15,4,2801,4,4,115,1325,1,1,16,46,6,12,NA,NA
"11",NA,"1100077","Jackson Weekes",1,11,"11","",23,1,7,3,4,0,420,0,1,19,200,0,0,0,0,7,0,NA,NA
"12",100048,"1100048","Cyan Winters",1,19,"12","",23,0,9,4,4,1,555,0,1,31,284,0,0,10,9,43,6,NA,NA
"12",100057,"1100057","Jermaine Tennyson",1,19,"12","",23,0,43,25,16,2,2604,2,7,92,1110,2,0,18,43,9,14,NA,NA
"12",NA,"1100057","Jermaine Tennyson",1,19,"12","",23,1,19,12,5,2,1152,0,2,37,444,1,1,0,0,19,0,NA,1100104
"14",100056,"1100056","Lauris Prikulis",1,5,"14","",23,0,46,19,22,5,2780,6,2,127,1305,0,3,18,46,6,13,NA,1100081
"14",100085,"1100085","Rob Pressen",1,5,"14","",23,0,6,4,0,2,365,0,0,20,156,0,0,0,6,46,0,NA,1100109
"25",100065,"1100051","Jordin FourFour",3,NA,"25","",23,0,10,6,3,1,604,2,3,19,303,0,0,9,10,0,4,NA,1100126
"26",100057,"1100099","Jermaine Tennyson",3,NA,"26","",23,0,10,5,5,0,604,2,0,24,252,1,0,3,10,0,7,NA,1100117
"28",100070,"1100055","Gustav Grimm",3,NA,"28","",23,0,1,0,0,1,24,0,0,0,12,0,0,3,0,10,0,NA,1100105
"28",100080,"1100085","Jakob Tanner",3,NA,"28","",23,0,10,6,3,0,585,0,1,18,233,0,0,2,10,0,10,NA,1100122
"29",100074,"1100100","Dymo Ranjan",3,NA,"29","",23,0,10,4,5,1,572,0,0,30,287,0,1,3,10,0,3,NA,1100116
"29",100099,"1100080","Tyler No Nerves",3,NA,"29","",23,0,1,0,0,0,32,0,0,2,13,0,0,0,0,10,0,NA,1100124
"30",100056,"1100093","Lauris Prikulis",3,NA,"30","",23,0,10,2,5,3,594,0,0,31,250,1,1,9,10,0,4,NA,1100106
"30",100086,"1100045","Valdermorts Karlensons",3,NA,"30","",23,0,1,0,0,0,20,0,0,1,6,0,0,0,0,10,0,NA,1100114
