FHMID,Name,Season,1AS,2AS,3AS,RAS,AS,CC,Bojo Biscuit,Anton Razov,Aidan Richan,Jeff Dar,John McBride,Ryan Jesster,Scott Stevens,Ron Mexico,Turd Ferguson,Mike Honcho,Jay MacDonald,Sergei Karpotsov,Sarmad Khan
1000452,Chris Partlow,S14,,,,,,,,,,,,,0,,,,,,
1000271,Jason Due,S14,,,,,,,,,,,,,1,,,,,,
1000383,Willie Weber,S14,,,,,,,,,,,,,0,,,,,,
1000195,Kain Webb,S14,,,,,,,,,,,,,,0,,,,,
1000271,Jason Due,S14,,,,,,,,,,,,,,1,,,,,
1000561,Adam Kylrad,S14,,,,,,,,,,,,,,0,,,,,
1000447,Mark Malyckyj,S14,,,,,,,,,,,,,,,1,,,,
1100051,Mike Verminski,S14,,,,,,,,,,,,,,,,1,,,
1000561,Adam Kylrad,S14,,,,,,,,,,,,,,,,,1,,
1000271,Jason Due,S14,,,,,,,,,,,,,,,,,,1,
1000271,Jason Due,S14,,,,,,,,,,,,,,,,,,,1
1000587,Armadillus Abernathy,S14,,,,,,1,,,,,,,,,,,,,
1000311,Elias Armia,S14,,,,,,1,,,,,,,,,,,,,
1000148,TJ Barbeau,S14,,,,,,1,,,,,,,,,,,,,
1000605,Beast,S14,,,,,,1,,,,,,,,,,,,,
1000307,Johnny Dollaz,S14,,,,,,1,,,,,,,,,,,,,
1000580,Eustace Eustachian,S14,,,,,,1,,,,,,,,,,,,,
1000276,Brendan Gibbon,S14,,,,,,1,,,,,,,,,,,,,
1000212,Frankie Gooseneck,S14,,,,,,1,,,,,,,,,,,,,
1100029,Jonas Gustavo,S14,,,,,,1,,,,,,,,,,,,,
1000553,Jrue Harden,S14,,,,,,1,,,,,,,,,,,,,
1000494,Simo Hayha,S14,,,,,,1,,,,,,,,,,,,,
1000490,Brady Hoperle,S14,,,,,,1,,,,,,,,,,,,,
1000497,Drahoslav Kovar,S14,,,,,,1,,,,,,,,,,,,,
1000578,Gurdas Maan,S14,,,,,,1,,,,,,,,,,,,,
1000452,Chris Partlow,S14,,,,,,1,,,,,,,,,,,,,
1000606,Ondrej Ravchitikov,S14,,,,,,1,,,,,,,,,,,,,
1000589,Rufus Reinhart,S14,,,,,,1,,,,,,,,,,,,,
1000607,Shayne Steele,S14,,,,,,1,,,,,,,,,,,,,
1000549,PeterErik Zawchanowski,S14,,,,,,1,,,,,,,,,,,,,
1100023,Joey Zyla,S14,,,,,,1,,,,,,,,,,,,,
1100055,Jakub Aittokallio,S15,,,,,,,,1,,,,,,,,,,,
1000250,Laraque Obama,S15,,,,,,,,0,,,,,,,,,,,
1000374,Cole Reinhart,S15,,,,,,,,0,,,,,,,,,,,
1000501,Kari Barkov,S15,,,,,,,,,1,,,,,,,,,,
1000359,Yousuf Scherbluk,S15,,,,,,,,,0,,,,,,,,,,
1000475,Jordan Nugent-Hall,S15,,,,,,,,,0,,,,,,,,,,
1000506,Brandon Donini,S15,,,,,,,,,,1,,,,,,,,,
1000614,Ammon Tutankamun,S15,,,,,,,,,,0,,,,,,,,,
1000475,Jordan Nugent-Hall,S15,,,,,,,,,,0,,,,,,,,,
1100038,Josef Heiss,S15,,,,,,,,,,,0,,,,,,,,
1100055,Jakub Aittokallio,S15,,,,,,,,,,,1,,,,,,,,
1100051,Mike Verminski,S15,,,,,,,,,,,0,,,,,,,,
1000618,Gabriel DuJardin,S15,,,,,,,,,,,,0,,,,,,,
1100054,James Reimer,S15,,,,,,,,,,,,0,,,,,,,
1000614,Ammon Tutankamun,S15,,,,,,,,,,,,1,,,,,,,
1000452,Chris Partlow,S15,,,,,,,,,,,,,0,,,,,,
1000383,Willie Weber,S15,,,,,,,,,,,,,1,,,,,,
1000476,Dean Clarke,S15,,,,,,,,,,,,,0,,,,,,
1000626,Carter O'Callahan,S15,,,,,,,,,,,,,,0,,,,,
1100055,Jakub Aittokallio,S15,,,,,,,,,,,,,,1,,,,,
1000355,Emma Watson,S15,,,,,,,,,,,,,,0,,,,,
1000357,Mike Ochocinco,S15,,,,,,,,,,,,,,,1,,,,
1100055,Jakub Aittokallio,S15,,,,,,,,,,,,,,,,1,,,
1000548,Alexey Kovalenko,S15,,,,,,,,,,,,,,,,,1,,
1000355,Emma Watson,S15,,,,,,,,,,,,,,,,,,1,
1000355,Emma Watson,S15,,,,,,,,,,,,,,,,,,,1
1000442,Dickie Adua,S15,,,,,,1,,,,,,,,,,,,,
1100055,Jakub Aittokallio,S15,,,,,,1,,,,,,,,,,,,,
1000430,Alexander Andrezjeck,S15,,,,,,1,,,,,,,,,,,,,
1000458,Ryan Archer,S15,,,,,,1,,,,,,,,,,,,,
1000624,Belial,S15,,,,,,1,,,,,,,,,,,,,
1000527,Vinny Chezno,S15,,,,,,1,,,,,,,,,,,,,
1000432,Michael Haan,S15,,,,,,1,,,,,,,,,,,,,
1100058,Blowjob Jesus,S15,,,,,,1,,,,,,,,,,,,,
1000498,Kyle Keenan,S15,,,,,,1,,,,,,,,,,,,,
1000661,Mikhail Krivokrasov,S15,,,,,,1,,,,,,,,,,,,,
1000440,John Langabeer,S15,,,,,,1,,,,,,,,,,,,,
1000168,Daniel Malenfant,S15,,,,,,1,,,,,,,,,,,,,
1000660,Riko Muerto,S15,,,,,,1,,,,,,,,,,,,,
1000385,Teemu Nurmi,S15,,,,,,1,,,,,,,,,,,,,
1000250,Laraque Obama,S15,,,,,,1,,,,,,,,,,,,,
1000357,Mike Ochocinco,S15,,,,,,1,,,,,,,,,,,,,
1000341,Gene Parmesan,S15,,,,,,1,,,,,,,,,,,,,
1000374,Cole Reinhart,S15,,,,,,1,,,,,,,,,,,,,
1000387,Lucas Smith,S15,,,,,,1,,,,,,,,,,,,,
1000383,Willie Weber,S15,,,,,,1,,,,,,,,,,,,,
1000443,Ivo Willems,S15,,,,,,1,,,,,,,,,,,,,
1000247,Reggie Williams,S15,,,,,,1,,,,,,,,,,,,,
1000541,Sven Wolf,S15,,,,,,1,,,,,,,,,,,,,
1100055,Jakub Aittokallio,S16,,,,,,,,0,,,,,,,,,,,
1000383,Willie Weber,S16,,,,,,,,0,,,,,,,,,,,
1000498,Kyle Keenan,S16,,,,,,,,1,,,,,,,,,,,
1100051,Mike Verminski,S16,,,,,,,,,0,,,,,,,,,,
1000589,Rufus Reinhart,S16,,,,,,,,,1,,,,,,,,,,
1000315,David Winter,S16,,,,,,,,,0,,,,,,,,,,
1000506,Brandon Donini,S16,,,,,,,,,,1,,,,,,,,,
1000941,Taylor McDavid,S16,,,,,,,,,,0,,,,,,,,,
1000548,Alexey Kovalenko,S16,,,,,,,,,,0,,,,,,,,,
1000614,Ammon Tutankamun,S16,,,,,,,,,,0,,,,,,,,,
1100065,Jordin FourFour,S16,,,,,,,,,,,0,,,,,,,,
1100051,Mike Verminski,S16,,,,,,,,,,,0,,,,,,,,
1100045,Edwin Ask,S16,,,,,,,,,,,1,,,,,,,,
1000645,Kriss Labsvards,S16,,,,,,,,,,,,0,,,,,,,
1000694,Tom Sawyer,S16,,,,,,,,,,,,0,,,,,,,
1000629,Lionel Byrde,S16,,,,,,,,,,,,1,,,,,,,
1000378,Darian Scherbluk,S16,,,,,,,,,,,,,0,,,,,,
1000452,Chris Partlow,S16,,,,,,,,,,,,,1,,,,,,
1000476,Dean Clarke,S16,,,,,,,,,,,,,0,,,,,,
1000452,Chris Partlow,S16,,,,,,,,,,,,,,1,,,,,
1000561,Adam Kylrad,S16,,,,,,,,,,,,,,0,,,,,
1000475,Jordan Nugent-Hall,S16,,,,,,,,,,,,,,0,,,,,
1000403,John Grossmann,S16,,,,,,,,,,,,,,,1,,,,
1100045,Edwin Ask,S16,,,,,,,,,,,,,,,,1,,,
1000475,Jordan Nugent-Hall,S16,,,,,,,,,,,,,,,,,1,,
1000475,Jordan Nugent-Hall,S16,,,,,,,,,,,,,,,,,,1,
1000475,Jordan Nugent-Hall,S16,,,,,,,,,,,,,,,,,,,1
1000442,Dickie Adua,S16,,,,,,1,,,,,,,,,,,,,
1100055,Jakub Aittokallio,S16,,,,,,1,,,,,,,,,,,,,
1000430,Alexander Andrezjeck,S16,,,,,,1,,,,,,,,,,,,,
1000458,Ryan Archer,S16,,,,,,1,,,,,,,,,,,,,
1000624,Belial,S16,,,,,,1,,,,,,,,,,,,,
1000527,Vinny Chezno,S16,,,,,,1,,,,,,,,,,,,,
1000432,Michael Haan,S16,,,,,,1,,,,,,,,,,,,,
1100058,Blowjob Jesus,S16,,,,,,1,,,,,,,,,,,,,
1000498,Kyle Keenan,S16,,,,,,1,,,,,,,,,,,,,
1000661,Mikhail Krivokrasov,S16,,,,,,1,,,,,,,,,,,,,
1000448,Chad Levasseur,S16,,,,,,1,,,,,,,,,,,,,
1000660,Riko Muerto,S16,,,,,,1,,,,,,,,,,,,,
1000636,Nikolai Niemiets,S16,,,,,,1,,,,,,,,,,,,,
1000385,Teemu Nurmi,S16,,,,,,1,,,,,,,,,,,,,
1000250,Laraque Obama,S16,,,,,,1,,,,,,,,,,,,,
1000341,Gene Parmesan,S16,,,,,,1,,,,,,,,,,,,,
1000664,Theo Pucak,S16,,,,,,1,,,,,,,,,,,,,
1000374,Cole Reinhart,S16,,,,,,1,,,,,,,,,,,,,
1000387,Lucas Smith,S16,,,,,,1,,,,,,,,,,,,,
1000670,Emils Vilmenietis,S16,,,,,,1,,,,,,,,,,,,,
1000383,Willie Weber,S16,,,,,,1,,,,,,,,,,,,,
1000247,Reggie Williams,S16,,,,,,1,,,,,,,,,,,,,
1000654,Jara Cimrman,S16,,,,,,1,,,,,,,,,,,,,
1000475,Jordan Nugent-Hall,S16,1,,,,,,,,,,,,,,,,,,
1000421,Phil Schenn,S16,1,,,,,,,,,,,,,,,,,,
1000561,Adam Kylrad,S16,1,,,,,,,,,,,,,,,,,,
1000452,Chris Partlow,S16,1,,,,,,,,,,,,,,,,,,
1000378,Darian Scherbluk,S16,1,,,,,,,,,,,,,,,,,,
1100045,Edwin Ask,S16,1,,,,,,,,,,,,,,,,,,
1000589,Rufus Reinhart,S16,,1,,,,,,,,,,,,,,,,,
1000588,Nike Kickz,S16,,1,,,,,,,,,,,,,,,,,
1000367,Benjamin Wong,S16,,1,,,,,,,,,,,,,,,,,
1000476,Dean Clarke,S16,,1,,,,,,,,,,,,,,,,,
1000576,OJ Simpson,S16,,1,,,,,,,,,,,,,,,,,
1100065,Jordin FourFour,S16,,1,,,,,,,,,,,,,,,,,
1000349,Chris McZehrl,S16,,,1,,,,,,,,,,,,,,,,
1000506,Brandon Donini,S16,,,1,,,,,,,,,,,,,,,,
1000315,David Winter,S16,,,1,,,,,,,,,,,,,,,,
1000494,Simo Hayha,S16,,,1,,,,,,,,,,,,,,,,
1000374,Cole Reinhart,S16,,,1,,,,,,,,,,,,,,,,
1100051,Mike Verminski,S16,,,1,,,,,,,,,,,,,,,,
1000547,Shawn Velevra,S17,,,,,,,,0,,,,,,,,,,,
1000604,Marian Potoczny,S17,,,,,,,,0,,,,,,,,,,,
1100041,Fabian Fuhrberg,S17,,,,,,,,1,,,,,,,,,,,
1000501,Kari Barkov,S17,,,,,,,,,1,,,,,,,,,,
1000629,Lionel Byrde,S17,,,,,,,,,0,,,,,,,,,,
1000689,Azriel Stryfe,S17,,,,,,,,,0,,,,,,,,,,
1000506,Brandon Donini,S17,,,,,,,,,,0,,,,,,,,,
1000349,Chris McZehrl,S17,,,,,,,,,,1,,,,,,,,,
1000501,Kari Barkov,S17,,,,,,,,,,0,,,,,,,,,
1100060,C.J. James,S17,,,,,,,,,,,0,,,,,,,,
1100057,Jermaine Tennyson,S17,,,,,,,,,,,0,,,,,,,,
1100051,Mike Verminski,S17,,,,,,,,,,,1,,,,,,,,
1000736,Jamers Both,S17,,,,,,,,,,,,0,,,,,,,
1000712,Kein Monesti,S17,,,,,,,,,,,,0,,,,,,,
1000717,Chico Salmon,S17,,,,,,,,,,,,1,,,,,,,
1000378,Darian Scherbluk,S17,,,,,,,,,,,,,1,,,,,,
1000452,Chris Partlow,S17,,,,,,,,,,,,,1,,,,,,
1000689,Azriel Stryfe,S17,,,,,,,,,,,,,0,,,,,,
1000349,Chris McZehrl,S17,,,,,,,,,,,,,,1,,,,,
1000452,Chris Partlow,S17,,,,,,,,,,,,,,0,,,,,
1100051,Mike Verminski,S17,,,,,,,,,,,,,,0,,,,,
1000378,Darian Scherbluk,S17,,,,,,,,,,,,,,,1,,,,
1100050,Jamie Shetler,S17,,,,,,,,,,,,,,,,1,,,
1000349,Chris McZehrl,S17,,,,,,,,,,,,,,,,,1,,
1000349,Chris McZehrl,S17,,,,,,,,,,,,,,,,,,1,
1100051,Mike Verminski,S17,,,,,,,,,,,,,,,,,,,1
1000687,Lars Andersen,S17,,,,,,1,,,,,,,,,,,,,
1000430,Alexander Andrezjeck,S17,,,,,,1,,,,,,,,,,,,,
1000540,Jordan Bartow,S17,,,,,,1,,,,,,,,,,,,,
1000565,Christian Bauer,S17,,,,,,1,,,,,,,,,,,,,
1000324,Rachel Belmont,S17,,,,,,1,,,,,,,,,,,,,
1000527,Vinny Chezno,S17,,,,,,1,,,,,,,,,,,,,
1000506,Brandon Donini,S17,,,,,,1,,,,,,,,,,,,,
1100041,Fabian Fuhrberg,S17,,,,,,1,,,,,,,,,,,,,
1000577,Bohemund Hadrada,S17,,,,,,1,,,,,,,,,,,,,
1000376,Quinton Johnso,S17,,,,,,1,,,,,,,,,,,,,
1000686,Rob King,S17,,,,,,1,,,,,,,,,,,,,
1000561,Adam Kylrad,S17,,,,,,1,,,,,,,,,,,,,
1000515,Curtis Larade,S17,,,,,,1,,,,,,,,,,,,,
1000613,Brian Morley,S17,,,,,,1,,,,,,,,,,,,,
1000259,James Neugesbaur,S17,,,,,,1,,,,,,,,,,,,,
1000604,Marian Potoczny,S17,,,,,,1,,,,,,,,,,,,,
1000372,Antero Salmelainen,S17,,,,,,1,,,,,,,,,,,,,
1100050,Jamie Shetler,S17,,,,,,1,,,,,,,,,,,,,
1000512,Dave Smith,S17,,,,,,1,,,,,,,,,,,,,
1000685,Niklas Stryker,S17,,,,,,1,,,,,,,,,,,,,
1000393,Rayne Summers,S17,,,,,,1,,,,,,,,,,,,,
1000547,Shawn Velevra,S17,,,,,,1,,,,,,,,,,,,,
1000349,Chris McZehrl,S17,1,,,,,,,,,,,,,,,,,,
1000501,Kari Barkov,S17,1,,,,,,,,,,,,,,,,,,
1000367,Benjamin Wong,S17,1,,,,,,,,,,,,,,,,,,
1000378,Darian Scherbluk,S17,1,,,,,,,,,,,,,,,,,,
1000452,Chris Partlow,S17,1,,,,,,,,,,,,,,,,,,
1100051,Mike Verminski,S17,1,,,,,,,,,,,,,,,,,,
1000315,David Winter,S17,,1,,,,,,,,,,,,,,,,,
1000629,Lionel Byrde,S17,,1,,,,,,,,,,,,,,,,,
1000443,Ivo Willems,S17,,1,,,,,,,,,,,,,,,,,
1000451,Logan Valentine,S17,,1,,,,,,,,,,,,,,,,,
1000477,Jareth Sto Helit,S17,,1,,,,,,,,,,,,,,,,,
1100057,Jermaine Tennyson,S17,,1,,,,,,,,,,,,,,,,,
1000359,Yousuf Scherbluk,S17,,,1,,,,,,,,,,,,,,,,
1000565,Christian Bauer,S17,,,1,,,,,,,,,,,,,,,,
1000498,Kyle Keenan,S17,,,1,,,,,,,,,,,,,,,,
1000689,Azriel Stryfe,S17,,,1,,,,,,,,,,,,,,,,
1000374,Cole Reinhart,S17,,,1,,,,,,,,,,,,,,,,
1100060,C.J. James,S17,,,1,,,,,,,,,,,,,,,,
1000349,Chris McZehrl,S18,,,,,,,,0,,,,,,,,,,,
1000606,Ondrej Ravchitikov,S18,,,,,,,,0,,,,,,,,,,,
1100066,Dustin Rose,S18,,,,,,,,1,,,,,,,,,,,
1100069,Sterling Slade,S18,,,,,,,,,1,,,,,,,,,,
1000437,Terry Bullis,S18,,,,,,,,,0,,,,,,,,,,
1000498,Kyle Keenan,S18,,,,,,,,,0,,,,,,,,,,
1000506,Brandon Donini,S18,,,,,,,,,,0,,,,,,,,,
1000365,Joe McKeil,S18,,,,,,,,,,1,,,,,,,,,
1000626,Carter O'Callahan,S18,,,,,,,,,,0,,,,,,,,,
1000614,Ammon Tutankamun,S18,,,,,,,,,,0,,,,,,,,,
1100055,Jakub Aittokallio,S18,,,,,,,,,,,0,,,,,,,,
1100054,James Reimer,S18,,,,,,,,,,,0,,,,,,,,
1100069,Sterling Slade,S18,,,,,,,,,,,1,,,,,,,,
1000702,Matej Stransky,S18,,,,,,,,,,,,0,,,,,,,
1000763,Vidrik Onoprienko,S18,,,,,,,,,,,,0,,,,,,,
1000740,Miles Berger,S18,,,,,,,,,,,,1,,,,,,,
1000378,Darian Scherbluk,S18,,,,,,,,,,,,,1,,,,,,
1000452,Chris Partlow,S18,,,,,,,,,,,,,0,,,,,,
1000383,Willie Weber,S18,,,,,,,,,,,,,0,,,,,,
1000365,Joe McKeil,S18,,,,,,,,,,,,,,1,,,,,
1000378,Darian Scherbluk,S18,,,,,,,,,,,,,,0,,,,,
1000498,Kyle Keenan,S18,,,,,,,,,,,,,,0,,,,,
1000477,Jareth Sto Helit,S18,,,,,,,,,,,,,,,1,,,,
1000626,Carter O'Callahan,S18,,,,,,,,,,,,,,,1,,,,
1100069,Sterling Slade,S18,,,,,,,,,,,,,,,,1,,,
1000421,Phil Schenn,S18,,,,,,,,,,,,,,,,,1,,
1000349,Chris McZehrl,S18,,,,,,,,,,,,,,,,,1,,
1000498,Kyle Keenan,S18,,,,,,,,,,,,,,,,,,1,
1000365,Joe McKeil,S18,,,,,,,,,,,,,,,,,,,1
1000764,Vladimir Bodnar,S18,,,,,,1,,,,,,,,,,,,,
1000760,Chara Brojled,S18,,,,,,1,,,,,,,,,,,,,
1000508,Waldo Cezar Jr.,S18,,,,,,1,,,,,,,,,,,,,
1000450,Ja'Far Dar,S18,,,,,,1,,,,,,,,,,,,,
1000486,Drizzy Drake,S18,,,,,,1,,,,,,,,,,,,,
1000484,Nagy Galchenyuk,S18,,,,,,1,,,,,,,,,,,,,
1100070,Gustav Grimm,S18,,,,,,1,,,,,,,,,,,,,
1000349,Chris McZehrl,S18,,,,,,1,,,,,,,,,,,,,
1000683,Snowden Manning,S18,,,,,,1,,,,,,,,,,,,,
1000348,Jordan McArthur,S18,,,,,,1,,,,,,,,,,,,,
1000603,Daniel Merica,S18,,,,,,1,,,,,,,,,,,,,
1000723,Peter Parker,S18,,,,,,1,,,,,,,,,,,,,
1000395,Daniel Passarella,S18,,,,,,1,,,,,,,,,,,,,
1000482,Sid Patterson,S18,,,,,,1,,,,,,,,,,,,,
1000544,Claude Perron,S18,,,,,,1,,,,,,,,,,,,,
1000606,Ondrej Ravchitikov,S18,,,,,,1,,,,,,,,,,,,,
1100066,Dustin Rose,S18,,,,,,1,,,,,,,,,,,,,
1000608,Hans Schultz,S18,,,,,,1,,,,,,,,,,,,,
1000514,Shawn Swerin,S18,,,,,,1,,,,,,,,,,,,,
1000396,Bryan Whisonant,S18,,,,,,1,,,,,,,,,,,,,
1000610,Sergei Zherdev,S18,,,,,,1,,,,,,,,,,,,,
1000365,Joe McKeil,S18,1,,,,,,,,,,,,,,,,,,
1000421,Phil Schenn,S18,1,,,,,,,,,,,,,,,,,,
1000498,Kyle Keenan,S18,1,,,,,,,,,,,,,,,,,,
1000512,Dave Smith,S18,1,,,,,,,,,,,,,,,,,,
1000378,Darian Scherbluk,S18,1,,,,,,,,,,,,,,,,,,
1100069,Sterling Slade,S18,1,,,,,,,,,,,,,,,,,,
1000349,Chris McZehrl,S18,,1,,,,,,,,,,,,,,,,,
1000443,Ivo Willems,S18,,1,,,,,,,,,,,,,,,,,
1000614,Ammon Tutankamun,S18,,1,,,,,,,,,,,,,,,,,
1000383,Willie Weber,S18,,1,,,,,,,,,,,,,,,,,
1000451,Logan Valentine,S18,,1,,,,,,,,,,,,,,,,,
1100055,Jakub Aittokallio,S18,,1,,,,,,,,,,,,,,,,,
1000437,Terry Bullis,S18,,,1,,,,,,,,,,,,,,,,
1000626,Carter O'Callahan,S18,,,1,,,,,,,,,,,,,,,,
1000315,David Winter,S18,,,1,,,,,,,,,,,,,,,,
1000385,Teemu Nurmi,S18,,,1,,,,,,,,,,,,,,,,
1000452,Chris Partlow,S18,,,1,,,,,,,,,,,,,,,,
1100051,Mike Verminski,S18,,,1,,,,,,,,,,,,,,,,
1100056,Lauris Prikulis,S19,,,,,,,,1,,,,,,,,,,,
1000692,Maxim Horvat,S19,,,,,,,,0,,,,,,,,,,,
1000725,Mr. Feeny,S19,,,,,,,,0,,,,,,,,,,,
1000694,Tom Sawyer,S19,,,,,,,,,1,,,,,,,,,,
1000561,Adam Kylrad,S19,,,,,,,,,0,,,,,,,,,,
1000763,Vidrik Onoprienko,S19,,,,,,,,,0,,,,,,,,,,
1000365,Joe McKeil,S19,,,,,,,,,,0,,,,,,,,,
1000626,Carter O'Callahan,S19,,,,,,,,,,1,,,,,,,,,
1000548,Alexey Kovalenko,S19,,,,,,,,,,0,,,,,,,,,
1100055,Jakub Aittokallio,S19,,,,,,,,,,,0,,,,,,,,
1100065,Jordin FourFour,S19,,,,,,,,,,,0,,,,,,,,
1100056,Lauris Prikulis,S19,,,,,,,,,,,1,,,,,,,,
1000776,Oliver Pettyfer,S19,,,,,,,,,,,,0,,,,,,,
1000773,Tyler Hartman,S19,,,,,,,,,,,,0,,,,,,,
1000781,Zallerras Szlerchek,S19,,,,,,,,,,,,1,,,,,,,
1000378,Darian Scherbluk,S19,,,,,,,,,,,,,1,,,,,,
1000477,Jareth Sto Helit,S19,,,,,,,,,,,,,0,,,,,,
1000384,Lance Uppercut,S19,,,,,,,,,,,,,0,,,,,,
1000365,Joe McKeil,S19,,,,,,,,,,,,,,0,,,,,
1000626,Carter O'Callahan,S19,,,,,,,,,,,,,,1,,,,,
1000561,Adam Kylrad,S19,,,,,,,,,,,,,,0,,,,,
1000626,Carter O'Callahan,S19,,,,,,,,,,,,,,,1,,,,
1100045,Edwin Ask,S19,,,,,,,,,,,,,,,,1,,,
1000626,Carter O'Callahan,S19,,,,,,,,,,,,,,,,,1,,
1000626,Carter O'Callahan,S19,,,,,,,,,,,,,,,,,,1,
1000626,Carter O'Callahan,S19,,,,,,,,,,,,,,,,,,,1
1000474,Jan Benda,S19,,,,,,1,,,,,,,,,,,,,
1000667,Randy Bobandy,S19,,,,,,1,,,,,,,,,,,,,
1000736,Jamers Both,S19,,,,,,1,,,,,,,,,,,,,
1000437,Terry Bullis,S19,,,,,,1,,,,,,,,,,,,,
1000476,Dean Clarke,S19,,,,,,1,,,,,,,,,,,,,
1000368,Donnie Darko,S19,,,,,,1,,,,,,,,,,,,,
1000725,Mr. Feeny,S19,,,,,,1,,,,,,,,,,,,,
1000691,Victor Helstrom,S19,,,,,,1,,,,,,,,,,,,,
1000692,Maxim Horvat,S19,,,,,,1,,,,,,,,,,,,,
1000548,Alexey Kovalenko,S19,,,,,,1,,,,,,,,,,,,,
1000732,Jean-Pierre Leroux,S19,,,,,,1,,,,,,,,,,,,,
1000728,Simeon Mars III,S19,,,,,,1,,,,,,,,,,,,,
1000724,Max McDonald,S19,,,,,,1,,,,,,,,,,,,,
1000763,Vidrik Onoprienko,S19,,,,,,1,,,,,,,,,,,,,
1100076,Andre Pfosten,S19,,,,,,1,,,,,,,,,,,,,
1100056,Lauris Prikulis,S19,,,,,,1,,,,,,,,,,,,,
1000697,Ryan Raycroft,S19,,,,,,1,,,,,,,,,,,,,
1000431,Dennis Seidenberg,S19,,,,,,1,,,,,,,,,,,,,
1000622,Jason Smith,S19,,,,,,1,,,,,,,,,,,,,
1000384,Lance Uppercut,S19,,,,,,1,,,,,,,,,,,,,
1000626,Carter O'Callahan,S19,,,,,1,,,,,,,,,,,,,,
1000365,Joe McKeil,S19,,,,,1,,,,,,,,,,,,,,
1000561,Adam Kylrad,S19,,,,,1,,,,,,,,,,,,,,
1000680,Jarkko Kallestrom,S19,,,,,1,,,,,,,,,,,,,,
1000568,Erik Lehner,S19,,,,,1,,,,,,,,,,,,,,
1000781,Zallerras Szlerchek,S19,,,,,1,,,,,,,,,,,,,,
1000367,Benjamin Wong,S19,,,,,1,,,,,,,,,,,,,,
1000359,Yousuf Scherbluk,S19,,,,,1,,,,,,,,,,,,,,
1000694,Tom Sawyer,S19,,,,,1,,,,,,,,,,,,,,
1000421,Phil Schenn,S19,,,,,1,,,,,,,,,,,,,,
1000372,Antero Salmelainen,S19,,,,,1,,,,,,,,,,,,,,
1000443,Ivo Willems,S19,,,,,1,,,,,,,,,,,,,,
1000378,Darian Scherbluk,S19,,,,,1,,,,,,,,,,,,,,
1000477,Jareth Sto Helit,S19,,,,,1,,,,,,,,,,,,,,
1000493,Brandon Cant,S19,,,,,1,,,,,,,,,,,,,,
1000577,Bohemund Hadrada,S19,,,,,1,,,,,,,,,,,,,,
1000689,Azriel Stryfe,S19,,,,,1,,,,,,,,,,,,,,
1000941,Taylor McDavid,S19,,,,,1,,,,,,,,,,,,,,
1100057,Jermaine Tennyson,S19,,,,,1,,,,,,,,,,,,,,
1100045,Edwin Ask,S19,,,,,1,,,,,,,,,,,,,,
1000349,Chris McZehrl,S19,,,,,1,,,,,,,,,,,,,,
1000506,Brandon Donini,S19,,,,,1,,,,,,,,,,,,,,
1000548,Alexey Kovalenko,S19,,,,,1,,,,,,,,,,,,,,
1000604,Marian Potoczny,S19,,,,,1,,,,,,,,,,,,,,
1000717,Chico Salmon,S19,,,,,1,,,,,,,,,,,,,,
1000629,Lionel Byrde,S19,,,,,1,,,,,,,,,,,,,,
1000613,Brian Morley,S19,,,,,1,,,,,,,,,,,,,,
1000603,Daniel Merica,S19,,,,,1,,,,,,,,,,,,,,
1000624,Belial,S19,,,,,1,,,,,,,,,,,,,,
1000763,Vidrik Onoprienko,S19,,,,,1,,,,,,,,,,,,,,
1000501,Kari Barkov,S19,,,,,1,,,,,,,,,,,,,,
1000426,Armin Brovalchuk,S19,,,,,1,,,,,,,,,,,,,,
1000452,Chris Partlow,S19,,,,,1,,,,,,,,,,,,,,
1000384,Lance Uppercut,S19,,,,,1,,,,,,,,,,,,,,
1000512,Dave Smith,S19,,,,,1,,,,,,,,,,,,,,
1000486,Drizzy Drake,S19,,,,,1,,,,,,,,,,,,,,
1000451,Logan Valentine,S19,,,,,1,,,,,,,,,,,,,,
1000609,Steven Jalopski,S19,,,,,1,,,,,,,,,,,,,,
1100056,Lauris Prikulis,S19,,,,,1,,,,,,,,,,,,,,
1100066,Dustin Rose,S19,,,,,1,,,,,,,,,,,,,,
1000547,Shawn Velevra,S20,,,,,,,,0,,,,,,,,,,,
1000452,Chris Partlow,S20,,,,,,,,1,,,,,,,,,,,
1100065,Jordin FourFour,S20,,,,,,,,0,,,,,,,,,,,
1000713,Magnus Jakobsen,S20,,,,,,,,,1,,,,,,,,,,
1000652,Arthur Grosberg,S20,,,,,,,,,0,,,,,,,,,,
1100074,Dymo Ranjan,S20,,,,,,,,,0,,,,,,,,,,
1000365,Joe McKeil,S20,,,,,,,,,,1,,,,,,,,,
1000626,Carter O'Callahan,S20,,,,,,,,,,0,,,,,,,,,
1000548,Alexey Kovalenko,S20,,,,,,,,,,0,,,,,,,,,
1100065,Jordin FourFour,S20,,,,,,,,,,,1,,,,,,,,
1100056,Lauris Prikulis,S20,,,,,,,,,,,0,,,,,,,,
1100074,Dymo Ranjan,S20,,,,,,,,,,,0,,,,,,,,
1000818,Bojo Biscuit,S20,,,,,,,,,,,,0,,,,,,,
1000768,Martins Daugavins,S20,,,,,,,,,,,,0,,,,,,,
1100079,Colin Schmidt,S20,,,,,,,,,,,,1,,,,,,,
1000378,Darian Scherbluk,S20,,,,,,,,,,,,,0,,,,,,
